"";"Role";"BlueTeamChampion";"RedTeamChampion";"PatchVersion";"games_played";"blue_side_kills";"blue_side_deaths";"blue_side_assists";"blue_side_cs_at_15_min";"blue_side_cs_at_end";"blue_side_gold_at_15_min";"blue_side_gold_at_end";"red_side_kills";"red_side_deaths";"red_side_assists";"red_side_cs_at_15_min";"red_side_cs_at_end";"red_side_gold_at_15_min";"red_side_gold_at_end";"blue_side_kills_advantage";"blue_side_deaths_advantage";"blue_side_assists_advantage";"blue_side_cs_at_15_min_advantage";"blue_side_cs_at_end_advantage";"blue_side_gold_at_15_min_advantage";"blue_side_gold_at_end_advantage";"blue_side_kills_advantage_advantage";"blue_side_deaths_advantage_advantage";"blue_side_assists_advantage_advantage";"blue_side_cs_at_15_min_advantage_advantage";"blue_side_cs_at_end_advantage_advantage";"blue_side_gold_at_15_min_advantage_advantage";"blue_side_gold_at_end_advantage_advantage"
"2140";"jungle";"Skarner";"Vi";"15.3.655.330";1;1;1;4;88;198;4564;9992;2;1;2;118;239;5145;10505;-1;0;2;-30;-41;-581;-513;-1;0;2;-30;-41;-581;-513
"2141";"jungle";"Skarner";"Vi";"15.3.659.3416";1;6;0;11;98;149;4660;9079;1;3;4;89;128;4294;7817;5;-3;7;9;21;366;1262;5;-3;7;9;21;366;1262
"2142";"jungle";"Skarner";"Vi";"15.4.658.6996";1;1;6;13;76;189;4195;10642;3;4;13;98;208;4601;12397;-2;2;0;-22;-19;-406;-1755;-2;2;0;-22;-19;-406;-1755
"2143";"jungle";"Skarner";"Vi";"15.5.662.5311";1;3;2;6;75;161;3912;10593;0;3;5;116;204;4913;9492;3;-1;1;-41;-43;-1001;1101;3;-1;1;-41;-43;-1001;1101
"2144";"jungle";"Skarner";"Vi";"15.6.665.8352";1;0;3;8;102;192;4724;9272;3;2;9;109;241;4781;11650;-3;1;-1;-7;-49;-57;-2378;-3;1;-1;-7;-49;-57;-2378
"2145";"jungle";"Skarner";"Vi";"15.6.667.3303";2;1;3;3,5;96,5;208;4303,5;10853,5;0,5;1,5;7,5;92,5;230;4686,5;11797;0,5;1,5;-4;4;-22;-383;-943,5;0,5;1,5;-4;4;-22;-383;-943,5
"2146";"jungle";"Skarner";"Vi";"15.8.675.448";1;2;0;0;31;95;1681;5220;0;1;3;31;112;1715;5061;2;-1;-3;0;-17;-34;159;2;-1;-3;0;-17;-34;159
"2147";"jungle";"Skarner";"Viego";"15.3.655.330";1;0;4;0;79;157;3611;7681;4;0;12;93;195;4038;11432;-4;4;-12;-14;-38;-427;-3751;-4;4;-12;-14;-38;-427;-3751
"2148";"jungle";"Skarner";"Viego";"15.5.662.5311";2;3;2;12;96;222,5;4669;13851,5;6;4;5,5;107,5;287,5;5864;16153,5;-3;-2;6,5;-11,5;-65;-1195;-2302;-3;-2;6,5;-11,5;-65;-1195;-2302
"2149";"jungle";"Skarner";"Viego";"15.7.671.9073";1;1;6;16;82;189;4306;10652;3;3;9;98;250;4383;13279;-2;3;7;-16;-61;-77;-2627;-2;3;7;-16;-61;-77;-2627
"2150";"jungle";"Skarner";"XinZhao";"15.3.655.330";1;3;4;6;87;160;4354;9566;2;4;9;81;193;4973;10891;1;0;-3;6;-33;-619;-1325;1;0;-3;6;-33;-619;-1325
"2151";"jungle";"Skarner";"XinZhao";"15.5.662.5311";2;3,5;1;9,5;93;178;4508;9741;1,5;2,5;4,5;89,5;182;4582,5;9049;2;-1,5;5;3,5;-4;-74,5;692;2;-1,5;5;3,5;-4;-74,5;692
"2152";"jungle";"Skarner";"XinZhao";"15.6.667.3303";5;2;2,6;7;97,2;180,8;4682,2;10074,2;2,2;2,8;6,6;104;201,2;4912,8;10377,6;-0,2;-0,2;0,4;-6,8;-20,4;-230,6;-303,4;-0,2;-0,2;0,4;-6,8;-20,4;-230,6;-303,4
"2153";"jungle";"Skarner";"XinZhao";"15.7.669.5499";1;3;5;2;82;143;4310;8036;1;2;11;89;161;4880;8749;2;3;-9;-7;-18;-570;-713;2;3;-9;-7;-18;-570;-713
"2154";"jungle";"Skarner";"XinZhao";"15.7.670.1561";3;0,333333333333333;3,66666666666667;4;88,3333333333333;157;4108,33333333333;7807;4;1,66666666666667;6;98,3333333333333;189;4582,33333333333;10247,6666666667;-3,66666666666667;2;-2;-10;-32;-474;-2440,66666666667;-3,66666666666667;2;-2;-10;-32;-474;-2440,66666666667
"2155";"jungle";"Skarner";"XinZhao";"15.7.671.9073";4;1,5;2,25;5;98,5;177,25;4521,75;9201,75;1,25;1,75;7;99,5;192,75;4721,75;9909,25;0,25;0,5;-2;-1;-15,5;-200;-707,5;0,25;0,5;-2;-1;-15,5;-200;-707,5
"2156";"jungle";"Skarner";"XinZhao";"15.8.674.6483";1;2;1;15;103;163;4724;10391;1;5;6;97;194;4580;9427;1;-4;9;6;-31;144;964;1;-4;9;6;-31;144;964
"2157";"jungle";"Skarner";"XinZhao";"15.8.675.448";7;1,71428571428571;4,42857142857143;6,71428571428571;89,7142857142857;174,142857142857;4660,57142857143;9818,14285714286;3,28571428571429;3;7,14285714285714;97,7142857142857;204,571428571429;5090,42857142857;11258;-1,57142857142857;1,42857142857143;-0,428571428571429;-8;-30,4285714285714;-429,857142857143;-1439,85714285714;-1,57142857142857;1,42857142857143;-0,428571428571429;-8;-30,4285714285714;-429,857142857143;-1439,85714285714
"2158";"jungle";"Skarner";"Zyra";"15.2.653.8382";1;1;5;7;80;140;4236;8356;6;2;10;123;229;4943;12901;-5;3;-3;-43;-89;-707;-4545;-5;3;-3;-43;-89;-707;-4545
"2159";"jungle";"Skarner";"Zyra";"15.3.655.330";2;1,5;2,5;5,5;86;145,5;4218;7910,5;2;1;7;114;207,5;5245;9484,5;-0,5;1,5;-1,5;-28;-62;-1027;-1574;-0,5;1,5;-1,5;-28;-62;-1027;-1574
"2160";"jungle";"Skarner";"Zyra";"15.3.659.3416";3;1,66666666666667;3,33333333333333;9,66666666666667;94,3333333333333;191;4868,33333333333;11578,3333333333;2,66666666666667;2,66666666666667;7,33333333333333;112;268,666666666667;5385,66666666667;13320,3333333333;-1;0,666666666666667;2,33333333333333;-17,6666666666667;-77,6666666666667;-517,333333333334;-1742;-1;0,666666666666667;2,33333333333333;-17,6666666666667;-77,6666666666667;-517,333333333334;-1742
"2161";"jungle";"Taliyah";"JarvanIV";"15.5.662.5311";1;0;2;8;83;184;4902;9561;1;3;9;85;186;4212;9954;-1;-1;-1;-2;-2;690;-393;-1;-1;-1;-2;-2;690;-393
"2162";"jungle";"Taliyah";"Skarner";"15.4.658.6996";1;5;2;6;104;174;5102;10191;1;2;10;101;158;4642;7926;4;0;-4;3;16;460;2265;4;0;-4;3;16;460;2265
"2163";"jungle";"Trundle";"Maokai";"15.7.670.1561";1;3;2;15;74;215;3376;13506;1;6;14;72;172;3341;11934;2;-4;1;2;43;35;1572;2;-4;1;2;43;35;1572
"2164";"jungle";"Trundle";"Pantheon";"15.8.675.448";1;0;2;7;104;166;4708;7698;3;3;10;79;136;4507;8136;-3;-1;-3;25;30;201;-438;-3;-1;-3;25;30;201;-438
"2165";"jungle";"Trundle";"Sejuani";"15.7.670.1561";1;4;1;4;90;148;4756;9324;0;6;7;71;103;4132;6915;4;-5;-3;19;45;624;2409;4;-5;-3;19;45;624;2409
"2166";"jungle";"Trundle";"Sejuani";"15.7.671.9073";1;4;2;10;87;178;4690;10717;2;3;6;80;151;3971;8674;2;-1;4;7;27;719;2043;2;-1;4;7;27;719;2043
"2167";"jungle";"Trundle";"XinZhao";"15.5.662.5311";1;1;3;7;95;240;5173;11654;8;2;4;91;199;5069;13299;-7;1;3;4;41;104;-1645;-7;1;3;4;41;104;-1645
"2168";"jungle";"Vi";"Ambessa";"15.5.662.5311";1;10;1;8;110;207;5402;13377;2;5;2;108;192;4601;9942;8;-4;6;2;15;801;3435;8;-4;6;2;15;801;3435
"2169";"jungle";"Vi";"Ambessa";"15.7.671.9073";1;3;1;6;108;160;5517;9797;3;3;2;97;168;4974;8576;0;-2;4;11;-8;543;1221;0;-2;4;11;-8;543;1221
"2170";"jungle";"Vi";"Diana";"15.3.655.330";1;0;4;5;90;148;4424;7524;2;2;5;87;180;4292;8751;-2;2;0;3;-32;132;-1227;-2;2;0;3;-32;132;-1227
"2171";"jungle";"Vi";"Gwen";"15.7.671.9073";1;0;2;4;61;115;3333;6206;0;2;1;83;169;3624;7596;0;0;3;-22;-54;-291;-1390;0;0;3;-22;-54;-291;-1390
"2172";"jungle";"Vi";"Gwen";"15.8.675.448";1;0;4;2;60;140;3286;7571;4;0;3;85;244;3900;11673;-4;4;-1;-25;-104;-614;-4102;-4;4;-1;-25;-104;-614;-4102
"2173";"jungle";"Vi";"Hecarim";"15.2.652.1536";1;4;4;4;77;164;4976;10378;4;1;15;133;236;6011;12438;0;3;-11;-56;-72;-1035;-2060;0;3;-11;-56;-72;-1035;-2060
"2174";"jungle";"Vi";"Ivern";"15.2.653.8382";1;0;4;4;82;171;4207;8602;1;0;11;88;180;5009;11254;-1;4;-7;-6;-9;-802;-2652;-1;4;-7;-6;-9;-802;-2652
"2175";"jungle";"Vi";"Ivern";"15.3.655.330";2;1,5;4,5;9,5;92,5;193;4398;10608;1;4;10;72;143,5;4157,5;9100;0,5;0,5;-0,5;20,5;49,5;240,5;1508;0,5;0,5;-0,5;20,5;49,5;240,5;1508
"2176";"jungle";"Vi";"Ivern";"15.7.671.9073";1;2;5;10;64;157;3868;10227;0;5;15;61;164;3744;10599;2;0;-5;3;-7;124;-372;2;0;-5;3;-7;124;-372
"2177";"jungle";"Vi";"Ivern";"15.8.675.448";1;0;5;2;65;157;2948;7396;2;0;13;56;149;3224;9911;-2;5;-11;9;8;-276;-2515;-2;5;-11;9;8;-276;-2515
"2178";"jungle";"Vi";"JarvanIV";"15.1.649.4112";1;2;3;4;64;157;3651;8016;0;1;12;68;156;3032;8329;2;2;-8;-4;1;619;-313;2;2;-8;-4;1;619;-313
"2179";"jungle";"Vi";"JarvanIV";"15.3.655.330";1;2;4;5;103;159;5074;9082;2;2;11;96;226;4545;11206;0;2;-6;7;-67;529;-2124;0;2;-6;7;-67;529;-2124
"2180";"jungle";"Vi";"JarvanIV";"15.6.667.3303";1;0;2;7;103;213;4552;9408;1;2;4;103;175;4571;8898;-1;0;3;0;38;-19;510;-1;0;3;0;38;-19;510
"2181";"jungle";"Vi";"Kindred";"15.1.649.4112";1;0;2;3;99;212;4509;9305;2;1;2;118;274;5095;11520;-2;1;1;-19;-62;-586;-2215;-2;1;1;-19;-62;-586;-2215
"2182";"jungle";"Vi";"Kindred";"15.2.650.9216";1;1;0;5;105;195;5054;9096;0;1;2;97;163;4535;7436;1;-1;3;8;32;519;1660;1;-1;3;8;32;519;1660
"2183";"jungle";"Vi";"Kindred";"15.3.655.330";2;4,5;3,5;5,5;73;180,5;3769,5;10545;1,5;4,5;9;83;217;3976;10797;3;-1;-3,5;-10;-36,5;-206,5;-252;3;-1;-3,5;-10;-36,5;-206,5;-252
"2184";"jungle";"Vi";"Kindred";"15.4.658.6996";2;3;1;6,5;83,5;206,5;4384,5;11763,5;2,5;3,5;5;98,5;213,5;4583;11335,5;0,5;-2,5;1,5;-15;-7;-198,5;428;0,5;-2,5;1,5;-15;-7;-198,5;428
"2185";"jungle";"Vi";"LeeSin";"15.7.670.1561";1;4;3;8;115;238;5262;13535;4;5;4;103;231;5093;12200;0;-2;4;12;7;169;1335;0;-2;4;12;7;169;1335
"2186";"jungle";"Vi";"Lillia";"15.3.655.330";1;1;3;0;111;202;5031;8830;0;0;4;101;203;4624;9762;1;3;-4;10;-1;407;-932;1;3;-4;10;-1;407;-932
"2187";"jungle";"Vi";"Lillia";"15.6.665.8352";1;0;3;4;90;199;4212;9117;2;0;3;104;214;4831;10627;-2;3;1;-14;-15;-619;-1510;-2;3;1;-14;-15;-619;-1510
"2188";"jungle";"Vi";"Lillia";"15.6.667.3303";1;2;4;0;60;150;3355;7571;3;0;6;95;226;4134;10387;-1;4;-6;-35;-76;-779;-2816;-1;4;-6;-35;-76;-779;-2816
"2189";"jungle";"Vi";"Maokai";"15.1.649.4112";4;2,25;3,75;8;92,75;185,25;4736,25;10931;1;3;12,5;84,75;173;4445,5;10255,25;1,25;0,75;-4,5;8;12,25;290,75;675,75;1,25;0,75;-4,5;8;12,25;290,75;675,75
"2190";"jungle";"Vi";"Maokai";"15.2.653.8382";2;2,5;3,5;4;103,5;251,5;4465;12786;2,5;2,5;13;87;220,5;4296,5;12966;0;1;-9;16,5;31;168,5;-180;0;1;-9;16,5;31;168,5;-180
"2191";"jungle";"Vi";"Maokai";"15.3.655.330";3;1,33333333333333;3,33333333333333;3,33333333333333;98,3333333333333;168,666666666667;4663,33333333333;8796,66666666667;3,33333333333333;1,33333333333333;7;86,6666666666667;167,666666666667;4257,33333333333;9708;-2;2;-3,66666666666667;11,6666666666667;1;406;-911,333333333334;-2;2;-3,66666666666667;11,6666666666667;1;406;-911,333333333334
"2192";"jungle";"Vi";"Maokai";"15.5.662.5311";1;2;2;2;106;180;4468;8242;2;3;5;99;162;4528;7833;0;-1;-3;7;18;-60;409;0;-1;-3;7;18;-60;409
"2193";"jungle";"Vi";"Maokai";"15.6.667.3303";3;3,33333333333333;3,33333333333333;7,33333333333333;83,6666666666667;159,666666666667;4294,33333333333;9316;2;3,66666666666667;11;82,6666666666667;144;4392,33333333333;8430,33333333333;1,33333333333333;-0,333333333333333;-3,66666666666667;1;15,6666666666667;-98;885,666666666666;1,33333333333333;-0,333333333333333;-3,66666666666667;1;15,6666666666667;-98;885,666666666666
"2194";"jungle";"Vi";"Maokai";"15.7.670.1561";1;2;1;11;94;213;4034;11540;0;6;6;82;170;3773;8948;2;-5;5;12;43;261;2592;2;-5;5;12;43;261;2592
"2195";"jungle";"Vi";"Maokai";"15.7.671.9073";3;0,666666666666667;2,66666666666667;2;106;174;4581;7873,66666666667;1,66666666666667;0;9,33333333333333;92;150,333333333333;4465;8566,33333333333;-1;2,66666666666667;-7,33333333333333;14;23,6666666666667;116;-692,666666666667;-1;2,66666666666667;-7,33333333333333;14;23,6666666666667;116;-692,666666666667
"2196";"jungle";"Vi";"Maokai";"15.8.675.448";3;1;4;5,66666666666667;87;183;4103,33333333333;9077;1,66666666666667;2,66666666666667;11,3333333333333;93,3333333333333;188,333333333333;4079,66666666667;10002,6666666667;-0,666666666666667;1,33333333333333;-5,66666666666667;-6,33333333333333;-5,33333333333334;23,6666666666665;-925,666666666666;-0,666666666666667;1,33333333333333;-5,66666666666667;-6,33333333333333;-5,33333333333334;23,6666666666665;-925,666666666666
"2197";"jungle";"Vi";"MonkeyKing";"15.1.648.3927";1;1;2;1;120;190;4904;8444;1;2;2;105;180;4753;8057;0;0;-1;15;10;151;387;0;0;-1;15;10;151;387
"2198";"jungle";"Vi";"MonkeyKing";"15.1.649.4112";6;3,66666666666667;3,16666666666667;6;101;230,5;4787,66666666667;12418,1666666667;3,33333333333333;2,83333333333333;6,16666666666667;94,3333333333333;212,833333333333;4536,66666666667;11786,6666666667;0,333333333333333;0,333333333333333;-0,166666666666667;6,66666666666667;17,6666666666667;251;631,5;0,333333333333333;0,333333333333333;-0,166666666666667;6,66666666666667;17,6666666666667;251;631,5
"2199";"jungle";"Vi";"MonkeyKing";"15.2.652.6393";4;1,25;2,5;4,75;99;171;4663;8995,25;3;3;4,5;93;170,25;4790,75;9531,5;-1,75;-0,5;0,25;6;0,75;-127,75;-536,25;-1,75;-0,5;0,25;6;0,75;-127,75;-536,25
"2200";"jungle";"Vi";"MonkeyKing";"15.2.653.8382";3;1,33333333333333;3,33333333333333;6,33333333333333;89,6666666666667;173,666666666667;4250,33333333333;9126;2,33333333333333;2,66666666666667;7;87,6666666666667;166,666666666667;4422,33333333333;9249;-1;0,666666666666667;-0,666666666666667;2;7;-172;-123;-1;0,666666666666667;-0,666666666666667;2;7;-172;-123
"2201";"jungle";"Vi";"MonkeyKing";"15.3.655.330";2;4,5;3;7;77,5;183;3839;11430,5;2;5;5;78;193;3698,5;10261;2,5;-2;2;-0,5;-10;140,5;1169,5;2,5;-2;2;-0,5;-10;140,5;1169,5
"2202";"jungle";"Vi";"MonkeyKing";"15.4.658.6996";3;5,33333333333333;2;9,66666666666667;76,6666666666667;195;4234;12232,6666666667;2,66666666666667;5;6,66666666666667;70;187,333333333333;3787,66666666667;11198,3333333333;2,66666666666667;-3;3;6,66666666666667;7,66666666666666;446,333333333333;1034,33333333333;2,66666666666667;-3;3;6,66666666666667;7,66666666666666;446,333333333333;1034,33333333333
"2203";"jungle";"Vi";"MonkeyKing";"15.5.662.5311";1;1;3;3;99;189;4836;9697;4;2;6;114;195;4657;11191;-3;1;-3;-15;-6;179;-1494;-3;1;-3;-15;-6;179;-1494
"2204";"jungle";"Vi";"MonkeyKing";"15.6.667.3303";1;2;2;4;90;219;3950;11883;4;2;6;93;228;4758;12427;-2;0;-2;-3;-9;-808;-544;-2;0;-2;-3;-9;-808;-544
"2205";"jungle";"Vi";"MonkeyKing";"15.7.670.1561";2;2;2,5;7;97,5;192,5;4264,5;11102;2;2;10;98;211;4770;10991;0;0,5;-3;-0,5;-18,5;-505,5;111;0;0,5;-3;-0,5;-18,5;-505,5;111
"2206";"jungle";"Vi";"MonkeyKing";"15.7.671.9073";2;3;2;6,5;87,5;189;4562,5;10277;3,5;2,5;3;91,5;179;5005;9961,5;-0,5;-0,5;3,5;-4;10;-442,5;315,5;-0,5;-0,5;3,5;-4;10;-442,5;315,5
"2207";"jungle";"Vi";"MonkeyKing";"15.8.675.448";3;2,33333333333333;2,33333333333333;9;91,6666666666667;202;4352,66666666667;11225,6666666667;1,33333333333333;4;3,66666666666667;79;183;4262,33333333333;9849,33333333333;1;-1,66666666666667;5,33333333333333;12,6666666666667;19;90,3333333333339;1376,33333333333;1;-1,66666666666667;5,33333333333333;12,6666666666667;19;90,3333333333339;1376,33333333333
"2208";"jungle";"Vi";"Morgana";"15.2.653.8382";2;4,5;4;7,5;80,5;164;4109;10490,5;2,5;1;7;89;192,5;4522,5;10210,5;2;3;0,5;-8,5;-28,5;-413,5;280;2;3;0,5;-8,5;-28,5;-413,5;280
"2209";"jungle";"Vi";"Naafiri";"15.6.665.8352";3;1,66666666666667;2,33333333333333;6;71;208;3553;10220,3333333333;6,33333333333333;1,66666666666667;5;61,6666666666667;180,333333333333;3272,33333333333;10770,3333333333;-4,66666666666667;0,666666666666667;1;9,33333333333334;27,6666666666667;280,666666666667;-550;-4,66666666666667;0,666666666666667;1;9,33333333333334;27,6666666666667;280,666666666667;-550
"2210";"jungle";"Vi";"Naafiri";"15.6.667.3303";3;2;1,66666666666667;9;100,333333333333;207,666666666667;4590;11015,3333333333;1,33333333333333;3,66666666666667;4,33333333333333;107,333333333333;221;4588,66666666667;10939,6666666667;0,666666666666667;-2;4,66666666666667;-7;-13,3333333333333;1,33333333333303;75,6666666666679;0,666666666666667;-2;4,66666666666667;-7;-13,3333333333333;1,33333333333303;75,6666666666679
"2211";"jungle";"Vi";"Naafiri";"15.7.669.5499";2;3,5;1,5;4;54;200,5;3215;10031,5;1,5;1,5;2,5;62,5;191;3618;9118;2;0;1,5;-8,5;9,5;-403;913,5;2;0;1,5;-8,5;9,5;-403;913,5
"2212";"jungle";"Vi";"Naafiri";"15.7.670.1561";2;1;5;4;87,5;199;4161,5;9840,5;5;1,5;4,5;101;203,5;4808,5;11118,5;-4;3,5;-0,5;-13,5;-4,5;-647;-1278;-4;3,5;-0,5;-13,5;-4,5;-647;-1278
"2213";"jungle";"Vi";"Naafiri";"15.7.671.9073";1;0;5;2;102;230;4412;11861;1;1;9;107;308;4944;15083;-1;4;-7;-5;-78;-532;-3222;-1;4;-7;-5;-78;-532;-3222
"2214";"jungle";"Vi";"Naafiri";"15.8.674.6483";2;1,5;1;2;92,5;205;4486;9746,5;1,5;0;1;109,5;221;4646,5;10181,5;0;1;1;-17;-16;-160,5;-435;0;1;1;-17;-16;-160,5;-435
"2215";"jungle";"Vi";"Naafiri";"15.8.675.448";4;1,5;3,75;6,75;70;192;3565,5;10806,5;3,25;1;4,75;77,25;229;3781,5;12066;-1,75;2,75;2;-7,25;-37;-216;-1259,5;-1,75;2,75;2;-7,25;-37;-216;-1259,5
"2216";"jungle";"Vi";"Nidalee";"15.4.657.5386";1;0;5;7;103;251;4469;12207;1;2;5;112;289;4637;13357;-1;3;2;-9;-38;-168;-1150;-1;3;2;-9;-38;-168;-1150
"2217";"jungle";"Vi";"Nidalee";"15.4.658.6996";1;0;3;3;79;110;4221;5634;5;1;4;125;161;5886;8675;-5;2;-1;-46;-51;-1665;-3041;-5;2;-1;-46;-51;-1665;-3041
"2218";"jungle";"Vi";"Nocturne";"15.2.650.9216";1;1;5;6;101;142;4883;7714;3;1;11;100;148;4707;8721;-2;4;-5;1;-6;176;-1007;-2;4;-5;1;-6;176;-1007
"2219";"jungle";"Vi";"Nocturne";"15.2.652.6393";1;3;2;7;108;193;5317;9394;1;2;5;97;146;4804;7463;2;0;2;11;47;513;1931;2;0;2;11;47;513;1931
"2220";"jungle";"Vi";"Nocturne";"15.2.653.8382";2;3,5;4;8;56,5;191,5;2898,5;11288,5;4;5,5;7;55,5;198;2846;11618,5;-0,5;-1,5;1;1;-6,5;52,5;-330;-0,5;-1,5;1;1;-6,5;52,5;-330
"2221";"jungle";"Vi";"Nocturne";"15.3.655.330";2;4;3;7;86,5;165;4883;9666,5;3;2,5;7,5;91,5;187,5;4625,5;9923,5;1;0,5;-0,5;-5;-22,5;257,5;-257;1;0,5;-0,5;-5;-22,5;257,5;-257
"2222";"jungle";"Vi";"Nocturne";"15.4.657.5386";1;6;0;8;123;232;5155;12240;1;4;7;97;178;4842;9494;5;-4;1;26;54;313;2746;5;-4;1;26;54;313;2746
"2223";"jungle";"Vi";"Nocturne";"15.4.658.6996";3;3,66666666666667;2,66666666666667;10;80,3333333333333;185,333333333333;4346,33333333333;10619,6666666667;3;5;5,66666666666667;89,6666666666667;193,333333333333;4730;10534,6666666667;0,666666666666667;-2,33333333333333;4,33333333333333;-9,33333333333334;-8;-383,666666666667;85;0,666666666666667;-2,33333333333333;4,33333333333333;-9,33333333333334;-8;-383,666666666667;85
"2224";"jungle";"Vi";"Nocturne";"15.6.667.3303";1;2;3;5;49;171;2291;9336;0;4;7;42;148;2151;8095;2;-1;-2;7;23;140;1241;2;-1;-2;7;23;140;1241
"2225";"jungle";"Vi";"Nocturne";"15.8.675.448";1;5;0;3;99;188;4979;10389;0;3;1;99;192;4391;8791;5;-3;2;0;-4;588;1598;5;-3;2;0;-4;588;1598
"2226";"jungle";"Vi";"Olaf";"15.6.667.3303";1;3;3;8;82;216;3498;11684;5;7;12;84;174;3741;11960;-2;-4;-4;-2;42;-243;-276;-2;-4;-4;-2;42;-243;-276
"2227";"jungle";"Vi";"Pantheon";"15.1.649.4112";1;1;3;2;89;183;3847;8871;1;1;4;85;182;4178;8744;0;2;-2;4;1;-331;127;0;2;-2;4;1;-331;127
"2228";"jungle";"Vi";"Pantheon";"15.3.655.330";2;2;3,5;10;93,5;222;4288,5;11900,5;6;4,5;6;95;227;4743,5;14689;-4;-1;4;-1,5;-5;-455;-2788,5;-4;-1;4;-1,5;-5;-455;-2788,5
"2229";"jungle";"Vi";"Pantheon";"15.4.658.6996";3;2,33333333333333;2,66666666666667;4,33333333333333;101;197,666666666667;4453,33333333333;10536;3,66666666666667;3;7,33333333333333;77;155;4364,66666666667;9948;-1,33333333333333;-0,333333333333333;-3;24;42,6666666666667;88,6666666666661;588;-1,33333333333333;-0,333333333333333;-3;24;42,6666666666667;88,6666666666661;588
"2230";"jungle";"Vi";"Pantheon";"15.5.662.5311";3;2,66666666666667;4;6,33333333333333;100;185;4656,66666666667;9915,33333333333;6,33333333333333;2,33333333333333;4;91,6666666666667;181,666666666667;4894;10822,6666666667;-3,66666666666667;1,66666666666667;2,33333333333333;8,33333333333333;3,33333333333334;-237,333333333333;-907,333333333332;-3,66666666666667;1,66666666666667;2,33333333333333;8,33333333333333;3,33333333333334;-237,333333333333;-907,333333333332
"2231";"jungle";"Vi";"Pantheon";"15.6.667.3303";1;2;1;3;107;203;4549;10302;7;2;2;87;149;5225;10680;-5;-1;1;20;54;-676;-378;-5;-1;1;20;54;-676;-378
"2232";"jungle";"Vi";"Pantheon";"15.7.670.1561";1;2;4;6;90;205;4462;10561;2;5;6;79;180;3831;10981;0;-1;0;11;25;631;-420;0;-1;0;11;25;631;-420
"2233";"jungle";"Vi";"Pantheon";"15.8.675.448";3;4;3,66666666666667;7;85;175,666666666667;4164;10604,3333333333;3,66666666666667;4,33333333333333;4,33333333333333;83,6666666666667;181;4394,33333333333;10534,6666666667;0,333333333333333;-0,666666666666667;2,66666666666667;1,33333333333333;-5,33333333333334;-230,333333333333;69,6666666666679;0,333333333333333;-0,666666666666667;2,66666666666667;1,33333333333333;-5,33333333333334;-230,333333333333;69,6666666666679
"2234";"jungle";"Vi";"Poppy";"15.2.652.6393";1;4;1;12;83;117;5338;8242;0;3;6;96;117;4554;5935;4;-2;6;-13;0;784;2307;4;-2;6;-13;0;784;2307
"2235";"jungle";"Vi";"Poppy";"15.3.655.330";2;5,5;3;6;79;202;4083,5;11910,5;0,5;4,5;8,5;59,5;143,5;3149;8442;5;-1,5;-2,5;19,5;58,5;934,5;3468,5;5;-1,5;-2,5;19,5;58,5;934,5;3468,5
"2236";"jungle";"Vi";"Poppy";"15.6.667.3303";2;0,5;5;4,5;87,5;158;4169;7884,5;1;1,5;6;84,5;149;4046;8564,5;-0,5;3,5;-1,5;3;9;123;-680;-0,5;3,5;-1,5;3;9;123;-680
"2237";"jungle";"Vi";"Poppy";"15.7.671.9073";2;1,5;1,5;5;110;234;4487,5;11007;0,5;2;2,5;98,5;188,5;4333;8974,5;1;-0,5;2,5;11,5;45,5;154,5;2032,5;1;-0,5;2,5;11,5;45,5;154,5;2032,5
"2238";"jungle";"Vi";"Poppy";"15.8.675.448";2;3,5;4,5;11;87,5;218,5;4701;13387;2;5;8,5;84;213;4447;11703,5;1,5;-0,5;2,5;3,5;5,5;254;1683,5;1,5;-0,5;2,5;3,5;5,5;254;1683,5
"2239";"jungle";"Vi";"Sejuani";"15.1.649.4112";4;3,5;3;6,25;92,5;211;4406,25;12604,5;3,5;2;10,75;90;191;4940,75;12560,25;0;1;-4,5;2,5;20;-534,5;44,25;0;1;-4,5;2,5;20;-534,5;44,25
"2240";"jungle";"Vi";"Sejuani";"15.2.652.6393";3;1;5,66666666666667;7;88,3333333333333;192,666666666667;4310,66666666667;10929;1;1,33333333333333;12;91;190;4260,66666666667;11336,3333333333;0;4,33333333333333;-5;-2,66666666666667;2,66666666666666;50;-407,333333333334;0;4,33333333333333;-5;-2,66666666666667;2,66666666666666;50;-407,333333333334
"2241";"jungle";"Vi";"Sejuani";"15.3.655.330";7;3,28571428571429;2,71428571428571;4,14285714285714;79;177,571428571429;4135,28571428571;9822,57142857143;2,28571428571429;1,85714285714286;5,71428571428571;80,5714285714286;169,428571428571;3913,14285714286;9520;1;0,857142857142857;-1,57142857142857;-1,57142857142857;8,14285714285717;222,142857142857;302,571428571429;1;0,857142857142857;-1,57142857142857;-1,57142857142857;8,14285714285717;222,142857142857;302,571428571429
"2242";"jungle";"Vi";"Sejuani";"15.3.659.3416";2;3;1,5;3,5;102,5;184,5;5028,5;9660,5;2,5;0,5;4;101,5;181,5;4764;9369;0,5;1;-0,5;1;3;264,5;291,5;0,5;1;-0,5;1;3;264,5;291,5
"2243";"jungle";"Vi";"Sejuani";"15.4.658.6996";2;2;3;8;72,5;194;3846;10720,5;1;2,5;10,5;72,5;182;3810;9782;1;0,5;-2,5;0;12;36;938,5;1;0,5;-2,5;0;12;36;938,5
